Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:41:26,116	1,609648	0,4672817	0	
28.07.2020 08:41:26,388	1,613363	0,4762681	0	
28.07.2020 08:41:26,656	1,595364	0,4840179	0	
28.07.2020 08:41:26,926	1,302183	0,4874348	0	
28.07.2020 08:41:27,188	0,8336478	0,4896969	0	
28.07.2020 08:41:27,453	0,5060582	0,4919876	0	
28.07.2020 08:41:27,724	0,5376341	0,4945622	0	
28.07.2020 08:41:27,993	0,6254143	0,4979975	0	
28.07.2020 08:41:28,264	0,7813885	0,5016879	0	
28.07.2020 08:41:28,535	0,9198066	0,5056598	0	
28.07.2020 08:41:28,790	0,9283341	0,509765	0	
28.07.2020 08:41:29,48	0,9367411	0,5142106	0	
28.07.2020 08:41:29,317	0,9396949	0,5179893	0	
28.07.2020 08:41:29,586	0,9394343	0,522363	0	
28.07.2020 08:41:29,845	0,9362676	0,5266956	0	
28.07.2020 08:41:30,105	0,9331832	0,530406	0	
28.07.2020 08:41:30,374	0,9316296	0,5347441	0	
28.07.2020 08:41:30,629	0,9321886	0,5387968	0	
28.07.2020 08:41:30,881	0,9348601	0,5425625	0	
28.07.2020 08:41:31,138	0,9376463	0,5463358	0	
28.07.2020 08:41:31,392	0,9409946	0,5504431	0	
28.07.2020 08:41:31,660	0,9441913	0,5548787	0	
28.07.2020 08:41:31,918	0,9465376	0,5590031	0	
28.07.2020 08:41:32,179	0,9490129	0,5631397	0	
28.07.2020 08:41:32,451	0,9504215	0,567584	0	
28.07.2020 08:41:32,716	0,9512299	0,5713961	0	
28.07.2020 08:41:32,974	0,9527633	0,575537	0	
28.07.2020 08:41:33,229	0,9539676	0,5796812	0	
28.07.2020 08:41:33,485	0,9553503	0,5838352	0	
28.07.2020 08:41:33,740	0,9563402	0,5879887	0	
28.07.2020 08:41:34,3	0,9570854	0,5921448	0	
28.07.2020 08:41:34,275	0,9586788	0,5966294	0	
28.07.2020 08:41:34,544	0,9591491	0,6007866	0	
28.07.2020 08:41:34,812	0,9593904	0,60527	0	
28.07.2020 08:41:35,66	0,9595627	0,6094404	0	
28.07.2020 08:41:35,320	1,076054	0,6154273	0	
28.07.2020 08:41:35,587	1,339173	0,6232853	0	
28.07.2020 08:41:35,855	1,535376	0,6320329	0	
28.07.2020 08:41:36,115	1,588405	0,6404133	0	
28.07.2020 08:41:36,382	1,599089	0,6490549	0	
28.07.2020 08:41:36,649	1,606593	0,6586226	0	
28.07.2020 08:41:36,920	1,611127	0,6678213	0	
28.07.2020 08:41:37,185	1,568509	0,6742469	0	
28.07.2020 08:41:37,453	1,215562	0,6775696	0	
28.07.2020 08:41:37,716	0,7853026	0,6795637	0	
28.07.2020 08:41:37,977	0,5217894	0,6819167	0	
28.07.2020 08:41:38,245	0,5598375	0,6846406	0	
28.07.2020 08:41:38,506	0,6486098	0,6879754	0	
28.07.2020 08:41:38,765	0,8091621	0,6918041	0	
